ABV71708.1	ABV71708.1
UBZ25791.1	APB42236.1
UBZ25791.1	AYX42255.1
UBZ25791.1	AYX42213.1
UBZ25791.1	ASH97427.1
UBZ25791.1	AQS80290.1
UBZ25791.1	ABG20971.1
UBZ25791.1	ANC57658.1
UBZ25791.1	QZE11908.1
UBZ25791.1	QOI91139.1
UBZ25791.1	AME15898.1
UBZ25791.1	QIC34625.1
UBZ25791.1	APB42267.1
UBZ25791.1	ASH97426.1
UBZ25791.1	QOI91138.1
UBZ25791.1	APB42266.1
UBZ25791.1	ARO85897.1
UBZ25791.1	ANC57654.1
UBZ25791.1	QTZ20037.1
UBZ25791.1	QIC34591.1
UBZ25791.1	APB42265.1
UBZ25791.1	AYX42252.1
UBZ25791.1	AYX42210.1
UBZ25791.1	ARO85896.1
UBZ25791.1	ABG20968.1
UBZ25791.1	ALB26790.1
UBZ25791.1	ANC57653.1
UBZ25791.1	QIC34590.1
UBZ25791.1	APB42264.1
UBZ25791.1	ABG20967.1
UBZ25791.1	ALA40030.1
UBZ25791.1	QZE11904.1
UBZ25791.1	AME15894.1
UBZ25791.1	QIC34621.1
UBZ25791.1	APB42263.1
UBZ25791.1	AYX42207.1
UBZ25791.1	ASH97422.1
UBZ25791.1	YP_009361881.1
UBZ25791.1	YP_009315909.1
UBZ25791.1	QZE11903.1
UBZ25791.1	UBU90157.1
UBZ25791.1	QOI91134.1
UBZ25791.1	AME15893.1
UBZ25791.1	QIC34620.1
UBZ25791.1	APB42262.1
UBZ25791.1	AYX42249.1
UBZ25791.1	ASH97421.1
UBZ25791.1	YP_009361880.1
UBZ25791.1	ATJ03470.1
UBZ25791.1	AQS80321.1
UBZ25791.1	ABD92905.1
UBZ25791.1	UBU90156.1
UBZ25791.1	QOI91133.1
UBZ25791.1	APB42261.1
UBZ25791.1	ATJ03469.1
UBZ25791.1	AQS80320.1
UBZ25791.1	AID57432.1
UBZ25791.1	QOI91164.1
UBZ25791.1	QIC34586.1
UBZ25791.1	APB42260.1
UBZ25791.1	AYX42204.1
UBZ25791.1	AUQ23250.1
UBZ25791.1	AID57431.1
UBZ25791.1	YP_009507345.1
UBZ25791.1	YP_009507344.1
UBZ25791.1	QIC34600.1
UBZ25791.1	QIC34601.1
UBZ25791.1	AIF74200.1
UBZ25791.1	AIF74199.1
AXQ04857.1	AXQ04857.1
AXQ04857.1	QVW56794.1
AXQ04857.1	QTZ83146.1
AXN75461.1	AXN75461.1
AXN75461.1	QPA18417.1
AXN75461.1	AEW24489.1
AXN75461.1	QPA18415.1
AXN75461.1	AEW24488.1
AXN75461.1	AEW24486.1
AXN75461.1	AEW24485.1
AXN75461.1	AEW24482.1
AXN75461.1	AXN75460.1
AXN75461.1	AXN75459.1
AXN75461.1	AXN75458.1
AXN75461.1	AEW24493.1
AXN75461.1	AEW24492.1
AXN75461.1	AEW24491.1
AXN75461.1	QPA18419.1
AXN75461.1	AEW24490.1
AXL93743.1	AXL93743.1
NP_041401.1	NP_041401.1
AUT11795.1	AUT11795.1
AUT11795.1	AUT11798.1
AUT11795.1	AUT11797.1
AUT11795.1	AUT11796.1
ACJ66590.1	ACJ66590.1
ACJ66590.1	AKM49966.1
ACJ66590.1	ACN42943.1
ACJ66590.1	ALE30776.1
AGV52089.1	AGV52089.1
AGV52089.1	AGV52121.1
AGV52089.1	AGV52111.1
AGV52089.1	AJF35375.1
AGV52089.1	AGV52125.1
AGV52089.1	CBM06469.1
AGV52089.1	QEE18414.1
AGV52089.1	CBM06463.1
AGV52089.1	QEE18658.1
AGV52089.1	QEE18650.1
AGV52089.1	QEE18628.1
AGV52089.1	AJF35341.1
AGV52089.1	QFR98613.1
AGV52089.1	AGV52091.1
AGV52089.1	QEE18562.1
AGV52089.1	QEE18334.1
AGV52089.1	AJF35277.1
AGV52089.1	AGV52081.1
AGV52089.1	AJF35227.1
AGV52089.1	AJD87503.1
AGV52089.1	AGV52133.1
AGV52089.1	QNQ18171.1
AGV52089.1	AJD87489.1
AGV52089.1	QEE18300.1
AGV52089.1	AJD87487.1
AGV52089.1	AFK93990.1
AGV52089.1	AJF35191.1
AGV52089.1	QEE18460.1
AGV52089.1	QEE18288.1
AGV52089.1	CBM06473.1
AGV52089.1	ABB36724.1
AGV52089.1	AJF35177.1
AGV52089.1	AGV52127.1
AGV52089.1	AGV52105.1
AGV52089.1	AGV52099.1
AGV52089.1	AGV52095.1
AGV52089.1	AGV52087.1
AGV52089.1	AGV52085.1
AGV52089.1	AGV52131.1
AGV52089.1	AGV52129.1
AGV52089.1	ADG45769.1
AGV52089.1	ADG45772.1
AGV52089.1	ADG45771.1
AGV52089.1	ADG45770.1
AGV52089.1	ADG45766.1
AGV52089.1	ADG45764.1
AGV52089.1	QDO71805.1
AGV52089.1	QDO71797.1
AGV52089.1	QDO71801.1
AGV52089.1	AJF35319.1
AGT28219.1	AGT28219.1
AGT28219.1	AGT28250.1
AGT28219.1	AGT28123.1
AGT28219.1	AGT28251.1
AGA19587.1	AGA19587.1
AEW46975.1	AEW46975.1
AEW46975.1	AEW46976.1
AEW46975.1	AGA19594.1
AEW46975.1	AEW46974.1
AEW46975.1	AEB71401.1
AEW46975.1	AEB71400.1
AEW46975.1	ACS68559.1
AEW46975.1	AUJ59087.1
AEW46975.1	ACS68564.1
AEW46975.1	ACS68563.1
AEW46975.1	ACS68561.1
AEW46975.1	ACS68562.1
AEW46975.1	ACS68560.1
AEW46975.1	ACS68558.1
AEW46975.1	AXF73548.1
AEW46975.1	AXF73547.1
AEW46975.1	AXF73546.1
AEW46975.1	AXF73544.1
AEW46975.1	AXF73543.1
AEW46975.1	AXF73542.1
AEW46975.1	AXF73541.1
AEW46975.1	AXF73540.1
AEW46975.1	AXF73539.1
AEW46975.1	AXF73537.1
AEW46975.1	AXF73536.1
CAC80689.1	CAC80689.1
CAC80689.1	CAC80693.1
CAC80689.1	CAC80691.1
CAC39990.1	CAC39990.1
CAA94497.1	CAA94497.1
CAA94497.1	CAA94509.1
CAA94497.1	CAA94505.1
CAA94497.1	CAA94516.1
CAA94497.1	CAA94475.1
CAA94497.1	AFI99987.1
CAA94497.1	AFI99983.1
CAA94497.1	AFI99981.1
CAA94497.1	CAA94469.1
CAA94497.1	CAA94461.1
CAA94497.1	CAA94442.1
CAA94497.1	CAA94491.1
CAA94497.1	CAA94465.1
CAA94497.1	CAA94454.1
CAA94497.1	CAA94486.1
CAA94497.1	CAA94481.1
CAA94497.1	CAA94478.1
CAA94497.1	AFI99988.1
CAA94497.1	AFI99982.1
CAA94497.1	CAA94450.1
CAA94497.1	CAA94446.1
CAA94497.1	CAA94457.1
CAA94497.1	CAA94484.1
CAA94460.1	CAA94460.1
CAA94460.1	CAA94464.1
CAA94460.1	CAA94474.1
CAA94460.1	CAA94449.1
UBU90031.1	UBU90031.1
YP_010087282.1	YP_010087282.1
QVW56787.1	QVW56787.1
QVW56787.1	QRK03677.1
QVW56787.1	QRK03673.1
QVW56787.1	QRK03669.1
QVW56787.1	YP_002887627.1
QVW56787.1	QTE04126.1
QVW56787.1	QTE03919.1
QVW56787.1	QTE03949.1
QTE04048.1	QTE04048.1
QTE03855.1	QTE03855.1
QTE03756.1	QTE03756.1
QTE03722.1	QTE03722.1
QTE03722.1	ABC70396.1
QRQ90262.1	QRQ90262.1
QRQ90262.1	QRQ90271.1
QRQ90262.1	QOD39604.1
QRQ90262.1	QVW56805.1
QRQ90262.1	AGO32211.1
QRQ90262.1	AGO32201.1
QRQ90262.1	AGO32196.1
QRQ90262.1	AGO32191.1
QRQ90262.1	AGO32186.1
QRQ90262.1	QNH08411.1
QRQ90262.1	YP_227602.1
QRQ90262.1	AGO32216.1
QRQ90262.1	ARV85918.1
QRQ90262.1	QTE03940.1
QRQ90262.1	QTZ83160.1
QRQ90262.1	QTE03963.1
QRQ90262.1	QTE03701.1
QRQ90262.1	QTE03990.1
QRQ90262.1	QTE03986.1
QRQ90262.1	QTE03806.1
QRQ90262.1	QTE03827.1
QRQ90262.1	NP_874380.1
QRQ90262.1	YP_009407715.1
QRQ90262.1	NP_874379.2
QRQ90262.1	QHY93494.1
QRQ90262.1	YP_009310055.1
QRQ90262.1	QJI53752.1
QRQ90262.1	QJI53744.1
QRQ90262.1	QJI53737.1
QRQ90262.1	QJI53732.1
QRQ90262.1	AFC75860.1
QRQ90262.1	NP_694842.1
QRQ90262.1	ARV85897.1
QRQ90262.1	ARV85896.1
QRQ90262.1	ARV85895.1
QRQ90262.1	ARV85894.1
QRQ90262.1	ARV85893.1
QRQ90262.1	UCS96313.1
QRQ90262.1	UCS96301.1
QRQ90262.1	UCS96329.1
QRQ90262.1	UCS96325.1
QRQ90262.1	UCS96308.1
QRQ90262.1	QID88583.1
QRQ90262.1	YP_008766863.1
QRQ90262.1	QTE03978.1
QRQ90262.1	QVW56816.1
QRQ90262.1	QTZ83182.1
QRQ90262.1	QOR29558.1
QRQ90262.1	QOR29554.1
QRQ90262.1	QRQ90266.1
QRQ90262.1	QRG24232.1
QRQ90262.1	QOD39583.1
QRQ90262.1	QOD39454.1
QRQ90262.1	QOD39472.1
QRQ90262.1	QOD39524.1
QRQ90262.1	QOD39462.1
QRQ90262.1	QOD39477.1
QRK03721.1	QRK03721.1
QRK03721.1	QRK03723.1
QRK03721.1	QRK03719.1
QRK03721.1	QRK03703.1
QRQ90260.1	QRQ90260.1
QRQ90260.1	QRQ90269.1
QOR29556.1	QOR29556.1
QOL70850.1	QOL70850.1
QNH89889.1	QNH89889.1
QNH89889.1	AZA04519.1
QNH89889.1	QNH89890.1
QNH89889.1	QNH89887.1
QNH89889.1	QNH89892.1
QNH89889.1	ALQ10744.1
QNH89889.1	QNH89861.1
QNH89889.1	ALQ10762.1
QNH89889.1	AEI88306.1
QNH89889.1	AEI88305.1
QNH89889.1	AEI88304.1
QNH89889.1	AEI88299.1
QNH89889.1	AEI88298.1
QNH89889.1	AEI88318.1
QNH89889.1	QNH89860.1
QNH89889.1	ALQ10759.1
QNH89889.1	ALQ10758.1
QNH89889.1	ALQ10757.1
QNH89889.1	AEI88275.1
QNH89889.1	AXF36007.1
QNH89889.1	AXF36004.1
QNH89889.1	ALQ10754.1
QNH89889.1	ALT55191.1
QNH89889.1	ALQ10753.1
QNH89889.1	ALT55190.1
QNH89889.1	ALQ10751.1
QNH89889.1	ALQ10749.1
QNH89889.1	ALQ10747.1
QNH89889.1	ALQ10743.1
QNH89889.1	ALQ10745.1
QNH89889.1	AKM27747.1
QNH89889.1	QNH89893.1
QNH89889.1	QNH89881.1
QNH89889.1	QNH89869.1
QNH89889.1	AKM27745.1
QNH89889.1	AZA04518.1
QNH89889.1	ALQ10742.1
QNH89889.1	AAR84076.1
QNH89889.1	ALQ10756.1
QNH89889.1	ALQ10750.1
QNH89889.1	ALQ10746.1
QNH89889.1	QNH89885.1
QNH89889.1	QNH89886.1
QNH89889.1	ALO78838.1
QNH89889.1	QNH89883.1
QNH89889.1	QNH89884.1
QNH89889.1	ALO78837.1
QNH89889.1	ALO78836.1
QNH89889.1	ALO78845.1
QNH89889.1	QNH89864.1
QNH89889.1	ALQ10764.1
QNH89889.1	ALQ10748.1
QNH89889.1	AEI88285.1
QNH89889.1	QNH89863.1
QNH89889.1	ALQ10763.1
QMI57955.1	QMI57955.1
QMI57826.1	QMI57826.1
QMI57793.1	QMI57793.1
QMI57793.1	QMI57843.1
QJU71394.1	QJU71394.1
QKN88775.1	QKN88775.1
QKN88775.1	UGV24187.1
QKN88775.1	ATY47686.1
QKE54978.1	QKE54978.1
QGV12765.1	QGV12765.1
QIC35232.1	QIC35232.1
QHB35436.1	QHB35436.1
QHB35436.1	QLM06158.1
QGX07569.1	QGX07569.1
QFX66147.1	QFX66147.1
QDQ17568.1	QDQ17568.1
QDQ17568.1	AXQ03907.1
QDQ17568.1	ASS83772.1
QDQ17568.1	QBE90356.1
QDQ17568.1	QYW06839.1
QDQ17568.1	QTE03975.1
ALF08323.1	ALF08323.1
ALF08323.1	ALF08322.1
ALF08323.1	ALF08314.1
ALF08323.1	ALF08270.1
ALF08323.1	ALF08269.1
ALF08323.1	ALF08268.1
ALF08323.1	ALF08267.1
ALF08323.1	ALF08302.1
ALF08323.1	ALF08299.1
ALF08323.1	ALF08277.1
ALF08323.1	ALF08274.1
ALF08323.1	ALF08304.1
ALF08323.1	ALF08310.1
ALF08323.1	ALF08313.1
ALF08323.1	ALF08305.1
ALF08323.1	ALF08309.1
ALF08323.1	ALF08316.1
ALF08323.1	ALF08317.1
AIG71982.1	AIG71982.1
AIG71982.1	QCS26878.1
AIG71982.1	QCS26888.1
AGW95847.1	AGW95847.1
AGA19596.1	AGA19596.1
AGA19596.1	AGA19597.1
AGA19596.1	AGA19593.1
AFH02748.1	AFH02748.1
CAA94456.1	CAA94456.1
CAA94456.1	CAA94480.1
CAA94456.1	AXB34855.1
CAA94456.1	AXB34854.1
CAA94456.1	CAA94477.1
CAA94456.1	CAA94511.1
CAA94456.1	CAA94471.1
CAA94456.1	CAA94507.1
CAA94456.1	CAA94467.1
CAA94456.1	CAA94452.1
CAA94456.1	CAA94503.1
CAA94456.1	CAA94463.1
CAA94456.1	CAA94448.1
CAA94456.1	CAA94499.1
CAA94456.1	CAA94459.1
CAA94456.1	CAA94444.1
CAA94456.1	CAA94495.1
CAA94456.1	CAA94493.1
CAA94456.1	CAA94490.1
CAA94456.1	CAA94488.1
CAA94456.1	CAA94518.1
CAA94456.1	CAA94483.1
QTE04077.1	QTE04077.1
QTE04077.1	QTE04095.1
QTE04077.1	AAO60078.1
QTE04077.1	QVW56854.1
QTE04077.1	QTE04102.1
QTE04077.1	QTE04045.1
QTE04077.1	QKT21497.1
QTE04077.1	QKT21478.1
QTE03817.1	QTE03817.1
QRQ90259.1	QRQ90259.1
QMI57954.1	QMI57954.1
QMI57954.1	QMI57870.1
QMI57954.1	QMI57926.1
QMI57954.1	QMI57836.1
QMI57954.1	QMI57873.1
QMI57954.1	QMI57859.1
QMI57954.1	QMI57828.1
QMI57954.1	QRK03684.1
QMI57954.1	QRK03696.1
QMI57954.1	QRK03700.1
QMI57954.1	QMI57942.1
QMI57954.1	QMI57948.1
QMI57954.1	QSH48278.1
QMI57954.1	QMI57832.1
QMI57954.1	QMI57840.1
QMI57954.1	QMI57851.1
QMI57954.1	QMI57780.1
QMI57922.1	QMI57922.1
QMI57825.1	QMI57825.1
QMI57792.1	QMI57792.1
QMI57792.1	QMI57953.1
QMI57792.1	QMI57914.1
QMI57792.1	AWN56766.1
QMI57792.1	QDY92337.1
QMI57792.1	QMI57805.1
QMI57792.1	QGX73401.1
QMI57792.1	UJE38531.1
QMI57792.1	QTE04109.1
QMI57792.1	QTE03795.1
QMI57792.1	QTE03790.1
ASM94011.1	ASM94011.1
QKE54906.1	QKE54906.1
QKE54906.1	QTE03875.1
QKE54906.1	QKE54923.1
QKE54906.1	QKE54917.1
QKE54906.1	QKE54912.1
QKE54906.1	QKE54903.1
QKE54906.1	QTE03934.1
QKE54906.1	QKE54853.1
QKE54906.1	YP_009552126.1
QKE54906.1	YP_009552825.1
QKE54906.1	QKE54976.1
QKE54906.1	AGW95844.1
QKE54906.1	AQR59067.1
QKE54906.1	QJB76079.1
QKE54906.1	AYG77838.1
QKE54906.1	AQR59119.1
QKE54906.1	QTE03741.1
QKE54906.1	AXL64668.1
QKE54906.1	AQR59074.1
QKE54906.1	AYG77882.1
QKE54906.1	YP_009507346.1
QKE54906.1	AQR59115.1
QKE54906.1	APR73487.1
QKE54906.1	AYG77874.1
QKE54906.1	AKA44573.1
QKE54906.1	AQR59107.1
QKE54906.1	AQR59063.1
QKE54906.1	YP_009046818.1
QKE54906.1	AKA44569.1
QKE54906.1	AYG77870.1
QKE54906.1	AQR59103.1
QKE54906.1	AKA44565.1
QKE54906.1	QKE54885.1
QKE54906.1	AQR59059.1
QKE54906.1	AYG77866.1
QKE54906.1	AQR59096.1
QKE54906.1	AKA44561.1
QKE54906.1	AYG77862.1
QKE54906.1	AQR59123.1
QKE54906.1	AQR59092.1
QKE54906.1	AYG77858.1
QKE54906.1	AKA44557.1
QKE54906.1	AQR59100.1
QKE54906.1	AJB28748.1
QKE54906.1	AQR59090.1
QKE54906.1	AQR59086.1
QKE54906.1	AIW53329.1
QKE54906.1	AJB28744.1
QKE54906.1	AYG77854.1
QKE54906.1	APT42879.1
QKE54906.1	QJB76089.1
QKE54906.1	AKA44553.1
QKE54906.1	AYG77850.1
QKE54906.1	AQR59082.1
QKE54906.1	AIW53325.1
QKE54906.1	AXL64674.1
QKE54906.1	AKA44549.1
QKE54906.1	QJB76084.1
QKE54906.1	AYG77846.1
QKE54906.1	AYG77842.1
QKE54906.1	AQR59078.1
QKE54906.1	AKA44545.1
QKE54906.1	AXL64671.1
QKE54906.1	AQR59125.1
QKE54906.1	QJI53838.1
QKE54906.1	QKN88734.1
QKE54906.1	QJI53835.1
QKE54906.1	QJI53829.1
QKE54906.1	QJI53826.1
QKE54906.1	QJI53823.1
QKE54906.1	QJI53820.1
QKE54906.1	QKE54949.1
QKE54906.1	AJB28740.1
DAC81459.1	DAC81459.1
QIC34561.1	QIC34561.1
QIC34561.1	ABY81293.1
QIC34561.1	QOI91065.1
QIC34561.1	AME15888.1
QIC34561.1	AME15855.1
QIC34561.1	QOI91064.1
QIC34561.1	AME15887.1
QIC34561.1	AME15853.1
QIC34561.1	QOI91062.1
QIC34561.1	AME15886.1
QIC34561.1	AME15852.1
QIC34561.1	ACX31272.1
QIC34561.1	AME15885.1
QIC34561.1	AME15851.1
QIC34561.1	QIC34546.1
QIC34561.1	ABY81292.1
QIC34561.1	ACX31270.1
QIC34561.1	QOI91059.1
QIC34561.1	AME15848.1
QIC34561.1	ACX31269.1
QIC34561.1	AME15882.1
QIC34561.1	AME15847.1
QIC34561.1	ACX31268.1
QIC34561.1	AME15881.1
QIC34561.1	AME15845.1
QIC34561.1	ADN44338.1
QIC34561.1	AME15880.1
QIC34561.1	AME15843.1
QIC34561.1	ADN44337.1
QIC34561.1	AME15879.1
QIC34561.1	AME15842.1
QIC34561.1	ADN44336.1
QIC34561.1	AME15878.1
QIC34561.1	ADN44335.1
QIC34561.1	ACX31261.1
QIC34561.1	AME15840.1
QIC34561.1	ADN44334.1
QIC34561.1	ACX31260.1
QIC34561.1	AME15876.1
QIC34561.1	AME15839.1
QIC34561.1	ADN44333.1
QIC34561.1	ACX31259.1
QIC34561.1	AME15875.1
QIC34561.1	ADN44332.1
QIC34561.1	ACX31258.1
QIC34561.1	AME15874.1
QIC34561.1	AME15837.1
QIC34561.1	ADN44331.1
QIC34561.1	ACX31300.1
QIC34561.1	ACX31255.1
QIC34561.1	AME15873.1
QIC34561.1	AME15836.1
QIC34561.1	ADN44329.1
QIC34561.1	ACX31299.1
QIC34561.1	ACX31253.1
QIC34561.1	AME15871.1
QIC34561.1	AME15835.1
QIC34561.1	ACX31297.1
QIC34561.1	ACX31252.1
QIC34561.1	ACX31296.1
QIC34561.1	ACX31251.1
QIC34561.1	QOI91081.1
QIC34561.1	AME15869.1
QIC34561.1	AME15833.1
QIC34561.1	ACX31295.1
QIC34561.1	ACX31250.1
QIC34561.1	AME15868.1
QIC34561.1	AME15832.1
QIC34561.1	ACX31294.1
QIC34561.1	QOI91079.1
QIC34561.1	AME15867.1
QIC34561.1	AME15831.1
QIC34561.1	ACX31293.1
QIC34561.1	ACX31246.1
QIC34561.1	AME15830.1
QIC34561.1	ACX31292.1
QIC34561.1	ACX31245.1
QIC34561.1	AME15829.1
QIC34561.1	ACX31244.1
QIC34561.1	QOI91076.1
QIC34561.1	AME15864.1
QIC34561.1	AME15828.1
QIC34561.1	ACX31242.1
QIC34561.1	QOI91074.1
QIC34561.1	AME15827.1
QIC34561.1	ACX31285.1
QIC34561.1	ACX31241.1
QIC34561.1	AME15826.1
QIC34561.1	ACX31284.1
QIC34561.1	ACX31240.1
QIC34561.1	QOI91071.1
QIC34561.1	AME15861.1
QIC34561.1	AME15825.1
QIC34561.1	ACX31283.1
QIC34561.1	AME15860.1
QIC34561.1	ACX31282.1
QIC34561.1	QOI91069.1
QIC34561.1	AME15859.1
QIC34561.1	ACX31281.1
QIC34561.1	QOI91068.1
QIC34561.1	AME15858.1
QIC34561.1	QOI91067.1
QIC34561.1	AME15857.1
QIC34561.1	ACX31278.1
QIC34561.1	QOI91066.1
QIC34561.1	AME15889.1
QIC34561.1	QIC34553.1
QIC34561.1	ACX31277.1
QIC34561.1	QIC34560.1
QIC34561.1	QIC34557.1
QIC34561.1	QIC34558.1
QIC34561.1	QIC34556.1
QIC34561.1	QIC34559.1
QIC34561.1	1915182A
QGX07568.1	QGX07568.1
QGX07568.1	QGX07567.1
QFX66146.1	QFX66146.1
QBQ34712.1	QBQ34712.1
QBO56620.1	QBO56620.1
AIT76263.1	AIT76263.1
ADB12610.1	ADB12610.1
AGF33854.1	AGF33854.1
AGF33854.1	AEC12158.1
AGF33854.1	AGF33876.1
AGF33854.1	ABB70912.1
AGF33854.1	ADT70781.1
AGF33854.1	AET24885.1
AGF33854.1	AII78512.1
AGF33854.1	AGF33865.1
AGF33854.1	AGF33862.1
AGF33854.1	AII78510.1
AGF33854.1	AII78509.1
AGF33854.1	AGF33861.1
AGF33854.1	ABB70922.1
AGF33854.1	AGF33866.1
AGF33854.1	AGF33864.1
AGF33854.1	AGF33863.1
AGF33854.1	AGF33860.1
AGF33854.1	AGF33859.1
AGF33854.1	AGF33890.1
AGF33854.1	ABB70917.1
AGF33854.1	AGF33855.1
AGF33854.1	ABB70914.1
AGF33854.1	AEC12122.1
AGF33854.1	AGF33880.1
AGF33854.1	AEC12160.1
AGF33854.1	AGF33879.1
AGF33854.1	AGF33878.1
AGF33854.1	AII78520.1
AGF33854.1	AGF33875.1
AGF33854.1	AET24902.1
AGF33854.1	AII78519.1
AGF33854.1	AGF33873.1
AGF33854.1	AET24887.1
AGF33854.1	AEC12153.1
AGF33854.1	AII78518.1
AGF33854.1	AGF33872.1
AGF33854.1	AEC12149.1
AGF33854.1	AII78517.1
AGF33854.1	AGF33871.1
AGF33854.1	AII78516.1
AGF33854.1	AGF33870.1
AGF33854.1	AEC12147.1
AGF33854.1	AII78515.1
AGF33854.1	AGF33868.1
AGF33854.1	AEC12146.1
AGF33854.1	AII78514.1
AGF33854.1	AGF33867.1
AGF33854.1	AII78511.1
AGF33854.1	AEC12141.1
AGF33854.1	AFU72265.1
AGF33854.1	AEC12140.1
AGF33854.1	AII78505.1
AGF33854.1	AEC12139.1
AGF33854.1	AEC12138.1
AGF33854.1	AGF33858.1
AGF33854.1	ABB70921.1
AGF33854.1	AGF33857.1
AGF33854.1	ABB70918.1
AGF33854.1	AGF33856.1
AGF33854.1	ABB70916.1
AGF33854.1	AEC12131.1
AGF33854.1	ABB70915.1
AGF33854.1	AEC12130.1
AGF33854.1	AEC12128.1
AGF33854.1	AGF33887.1
AGF33854.1	AEC12126.1
AGF33854.1	AGF33886.1
AGF33854.1	AGF33884.1
AGF33854.1	AEC12123.1
AGF33854.1	ABB70913.1
AGF33854.1	AGF33882.1
AGF33854.1	AGF33881.1
AGF33854.1	AGF33888.1
AFH02746.1	AFH02746.1
AAO47721.1	AAO47721.1
UDM54228.1	UDM54228.1
QKE54870.1	QKE54870.1
QKE54870.1	AVR53746.1
QHA33822.1	QHA33822.1
QHA33822.1	QHA33810.1
QHA33822.1	QHA33816.1
QHA33822.1	QLJ83485.1
ACA62789.1	ACA62789.1
ACA62789.1	AAZ86061.1
ACA62789.1	ADP00403.1
ACA62789.1	ADP00402.1
ACA62789.1	ADP00401.1
ACA62789.1	ADP00399.1
ACA62789.1	ABX38995.1
ACA62789.1	ADP00398.1
QBA84901.1	QBA84901.1
QBA84901.1	QBA84928.1
QBA84855.1	QBA84855.1
QBA84482.1	QBA84482.1
QBA84482.1	ACD71483.1
QBA84482.1	ACD71467.1
QBA84449.1	QBA84449.1
AWU67493.1	AWU67493.1
AGK45549.1	AGK45549.1
AGK45549.1	AGK45550.1
AGK45549.1	QRN75122.1
AGK45549.1	QRN75126.1
AGK45549.1	QRN75125.1
AGK45549.1	QDB64238.1
AGK45549.1	QVL29799.1
AGK45549.1	UID86057.1
AGK45549.1	UHJ74472.1
AGK45549.1	UAL80421.1
AGK45549.1	QZL13132.1
AGK45549.1	QWE21691.1
AGK45549.1	BCT90904.1
AGK45549.1	QRG29166.1
AGK45549.1	QIR82408.1
AGK45549.1	QIC35829.1
AGK45549.1	QDF82759.1
AGK45549.1	QFS22859.1
AGK45549.1	QEH04672.1
AGK45549.1	QDE54849.1
AGK45549.1	QCC20377.1
AGK45549.1	QBK17412.1
AGK45549.1	AWO72948.1
AGK45549.1	AVD69587.1
AGK45549.1	AUO17414.1
AGK45549.1	AKT74661.1
AGK45549.1	AKT74579.1
AGK45549.1	AKN46003.1
AGK45549.1	AKA60728.1
AGK45549.1	AKA09541.1
AGK45549.1	AIW67516.1
AGK45549.1	ACN38408.1
AGK45549.1	AHX42568.1
AGK45549.1	AHH29591.1
AGK45549.1	AFO12775.1
AGK45549.1	ACS50347.1
AGK45549.1	ACD13181.1
AGK45549.1	ABW87323.1
AGK45549.1	UID86056.1
AGK45549.1	UAL80420.1
AGK45549.1	QZL13129.1
AGK45549.1	P61826.1
AGK45549.1	QWE21688.1
AGK45549.1	BCT90893.1
AGK45549.1	QRG29162.1
AGK45549.1	QOH25871.1
AGK45549.1	QKG01838.1
AGK45549.1	QIR82407.1
AGK45549.1	QIC35828.1
AGK45549.1	QIC34659.1
AGK45549.1	QFS22846.1
AGK45549.1	QEH04670.1
AGK45549.1	QEF75650.1
AGK45549.1	QCC20376.1
AGK45549.1	QBK17411.1
AGK45549.1	AWO72947.1
AGK45549.1	AVP71838.1
AGK45549.1	AVD69586.1
AGK45549.1	AUO17457.1
AGK45549.1	AUO17413.1
AGK45549.1	AHG56846.1
AGK45549.1	AKT74657.1
AGK45549.1	AKT74575.1
AGK45549.1	AKN45997.1
AGK45549.1	AKA60727.1
AGK45549.1	AKA09538.1
AGK45549.1	AIW67515.1
AGK45549.1	AHX26588.1
AGK45549.1	AGS10093.1
AGK45549.1	AFO12774.1
AGK45549.1	ACS50346.1
AGK45549.1	ACD13179.1
AGK45549.1	ACA29098.1
AGK45549.1	ABW87322.1
AGK45549.1	UIX28343.1
AGK45549.1	UID86055.1
AGK45549.1	UAL80419.1
AGK45549.1	QNL23319.1
AGK45549.1	QWE21687.1
AGK45549.1	BCT90884.1
AGK45549.1	QRG29159.1
AGK45549.1	1FPV
AGK45549.1	QJS39406.1
AGK45549.1	QIC35827.1
AGK45549.1	AHJ79059.1
AGK45549.1	QEH04668.1
AGK45549.1	QEF75649.1
AGK45549.1	QED08883.1
AGK45549.1	QCC20426.1
AGK45549.1	QCC20372.1
AGK45549.1	QBQ01704.1
AGK45549.1	QBK17410.1
AGK45549.1	AZM32555.1
AGK45549.1	AWO72946.1
AGK45549.1	AVP71837.1
AGK45549.1	AVD69581.1
AGK45549.1	ATO93950.1
AGK45549.1	ART67213.1
AGK45549.1	APW77682.1
AGK45549.1	ABA42218.1
AGK45549.1	AMK37388.1
AGK45549.1	AHG56845.1
AGK45549.1	AKT74655.1
AGK45549.1	AKT74573.1
AGK45549.1	AKN45994.1
AGK45549.1	AKA60724.1
AGK45549.1	AKA09531.1
AGK45549.1	AHX26587.1
AGK45549.1	AET75123.1
AGK45549.1	ACS50343.1
AGK45549.1	ACD13177.1
AGK45549.1	ACA29097.1
AGK45549.1	BAA05074.1
AGK45549.1	ABV80292.1
AGK45549.1	UID86053.1
AGK45549.1	UAL80418.1
AGK45549.1	QWE21686.1
AGK45549.1	BCT90876.1
AGK45549.1	QRZ20324.1
AGK45549.1	QRG29157.1
AGK45549.1	6OAS
